OBJECTID,PIDN,CITY_TEXT,NUMBER,STREET,GIS_Acreag,LANDVALUE,BLDGVALUE,LANDUSE_TE,YR_BUILT,score2
35425,"041-20-00-142.03",FT WRIGHT,1625-27,MARCELLA,".250",40000,235000,TWO FAMILY,"1962",3
35426,"041-20-00-142.04",FT WRIGHT,1617-19,MARCELLA,".230",45000,237000,TWO FAMILY,"1960",3
35427,"041-20-00-142.05",FT WRIGHT,1613-15,MARCELLA,".240",45000,155000,TWO FAMILY,"1960",3
35428,"041-20-00-142.06",FT WRIGHT,"1616",MARCELLA,".210",40000,171700,SINGLE FAMILY,"1965",3
35429,"041-20-00-142.07",FT WRIGHT,"1614",MARCELLA,".190",40000,167900,SINGLE FAMILY,"1965",3
35430,"041-20-00-142.08",FT WRIGHT,"1612",MARCELLA,".340",40000,194100,SINGLE FAMILY,"1963",3
35431,"041-20-00-142.09",FT WRIGHT,"1610",MARCELLA,".400",40000,192800,SINGLE FAMILY,"1962",3
35432,"041-20-00-142.10",FT WRIGHT,1606-08,MARCELLA,".570",45000,165000,TWO FAMILY,"1962",3
35433,"041-20-00-143.00",FT WRIGHT,"34",PARK,".230",40000,180000,SINGLE FAMILY,"1938",3
35434,"041-20-00-144.00",FT WRIGHT,"36",PARK,".230",40000,184900,SINGLE FAMILY,"1940",3
35435,"041-20-00-144.01",FT WRIGHT,1629-31,MARCELLA,".210",45000,165000,TWO FAMILY,"1965",3
35436,"041-20-00-144.02",FT WRIGHT,1633-35,MARCELLA,".200",45000,165000,TWO FAMILY,"1965",3
35437,"041-20-00-144.03",FT WRIGHT,1637-39,MARCELLA,".320",45000,165000,TWO FAMILY,"1965",3
35438,"041-20-00-144.04",FT WRIGHT,,MARCELLA,".050",500,0,REMNANT LAND,"0000",3
35439,"041-20-00-144.05",FT WRIGHT,"1614",ST ANTHONY,".110",10000,0,VACANT LAND,"0000",3
35440,"041-20-00-145.00",FT WRIGHT,"38",PARK,".240",40000,282000,SINGLE FAMILY,"1940",3
35441,"041-20-00-146.00",FT WRIGHT,"40",PARK,".230",40000,183000,SINGLE FAMILY,"1938",3
35442,"041-20-00-147.00",FT WRIGHT,"42",PARK,".230",40000,238500,SINGLE FAMILY,"1952",3
35443,"041-20-00-148.00",FT WRIGHT,"44",PARK,".230",40000,237000,SINGLE FAMILY,"1938",3
35444,"041-20-00-148.01",FT WRIGHT,"48",PARK,".150",45000,245000,TWO FAMILY,"1954",3
35445,"041-20-00-149.00",FT WRIGHT,"50",PARK,".150",45000,165000,TWO FAMILY,"1941",3
35446,"041-20-00-150.00",FT WRIGHT,"50",RIVARD,".420",30000,169000,SINGLE FAMILY,"1855",3
35447,"041-20-00-151.00",FT WRIGHT,"51",RIVARD,".430",30000,275400,SINGLE FAMILY,"1940",3
35448,"041-20-00-151.02",FT WRIGHT,"45",RIVARD,".350",30000,210200,SINGLE FAMILY,"1934",3
35449,"041-20-00-152.00",FT WRIGHT,"52",RIVARD,".310",30000,201800,SINGLE FAMILY,"1954",3
35450,"041-20-00-153.00",FT WRIGHT,"53",RIVARD,".340",30000,190000,SINGLE FAMILY,"1936",3
35451,"041-20-00-154.00",FT WRIGHT,"55",RIVARD,".320",30000,238300,SINGLE FAMILY,"1929",3
35452,"041-20-00-155.00",FT WRIGHT,"56",RIVARD,".320",30000,349900,SINGLE FAMILY,"1929",3
35453,"041-20-00-156.00",FT WRIGHT,"1",ROSA,".240",40000,204600,SINGLE FAMILY,"1940",3
35454,"041-20-00-157.00",FT WRIGHT,"2",ROSA,".190",40000,169500,SINGLE FAMILY,"1963",3
35455,"041-20-00-158.00",FT WRIGHT,"3",ROSA,".170",40000,198700,SINGLE FAMILY,"1938",3
35456,"041-20-00-159.00",FT WRIGHT,"5",ROSA,".170",40000,281400,SINGLE FAMILY,"1939",3
35457,"041-20-00-160.00",FT WRIGHT,"6",ROSA,".170",40000,184300,SINGLE FAMILY,"1937",3
35458,"041-20-00-160.01",FT WRIGHT,"4",ROSA,".170",40000,208400,SINGLE FAMILY,"1937",3
35459,"041-20-00-161.00",FT WRIGHT,"7",ROSA,".170",40000,207900,SINGLE FAMILY,"1940",3
35460,"041-20-00-162.00",FT WRIGHT,"10",ROSA,".170",40000,207900,SINGLE FAMILY,"1940",3
35461,"041-20-00-163.00",FT WRIGHT,"12",ROSA,".170",40000,227600,SINGLE FAMILY,"1938",3
35462,"041-20-00-164.00",FT WRIGHT,"14",ROSA,".150",40000,143000,SINGLE FAMILY,"1938",3
35463,"041-20-00-165.00",FT WRIGHT,"16",ROSA,".150",40000,209200,SINGLE FAMILY,"1938",3
35464,"041-20-00-166.00",FT WRIGHT,"8",ROSA,".170",40000,190000,SINGLE FAMILY,"1938",3
35465,"041-20-00-167.00",FT WRIGHT,"101",ROSA,".140",45000,211900,SINGLE FAMILY,"1940",3
35466,"041-20-00-167.01",FT WRIGHT,"103",ROSA,".130",45000,183200,SINGLE FAMILY,"1940",3
35467,"041-20-00-168.00",FT WRIGHT,"105",ROSA,".110",45000,208900,SINGLE FAMILY,"1938",3
35468,"041-20-00-168.01",FT WRIGHT,"107",ROSA,".190",45000,188500,SINGLE FAMILY,"1938",3
35469,"041-20-00-169.00",FT WRIGHT,"109",ROSA,".200",45000,251900,SINGLE FAMILY,"1940",3
35470,"041-20-00-170.00",FT WRIGHT,"111",ROSA,".170",45000,190800,SINGLE FAMILY,"1938",3
35471,"041-20-00-171.00",FT WRIGHT,"113",ROSA,".170",45000,226300,SINGLE FAMILY,"1938",3
35472,"041-20-00-172.00",FT WRIGHT,"115",ROSA,".190",45000,340000,SINGLE FAMILY,"1940",3
35473,"041-20-00-172.01",FT WRIGHT,"117",ROSA,".170",45000,298100,SINGLE FAMILY,"1939",3
35474,"041-20-00-173.00",FT WRIGHT,"119",ROSA,".160",45000,219500,SINGLE FAMILY,"1939",3
35475,"041-20-00-174.00",FT WRIGHT,"121",ROSA,".170",45000,299900,SINGLE FAMILY,"1938",3
35476,"041-20-00-175.00",FT WRIGHT,"123",ROSA,".180",45000,183400,SINGLE FAMILY,"1936",3
35477,"041-20-00-176.00",FT WRIGHT,9-11,ROSA,".220",45000,199000,TWO FAMILY,"1963",3
35478,"041-20-00-177.00",FT WRIGHT,"1608",ST ANTHONY,".210",40000,195500,SINGLE FAMILY,"1953",3
35479,"041-20-00-178.00",FT WRIGHT,"1610",ST ANTHONY,".180",40000,188100,SINGLE FAMILY,"1955",3
35480,"041-20-00-179.00",FT WRIGHT,"1612",ST ANTHONY,".280",40000,191600,SINGLE FAMILY,"1959",3
35481,"041-20-00-180.00",FT WRIGHT,"1616",ST ANTHONY,".220",40000,217200,SINGLE FAMILY,"1955",3
35482,"041-20-00-181.00",FT WRIGHT,"1618",ST ANTHONY,".180",40000,209700,SINGLE FAMILY,"1950",3
35483,"041-20-00-182.00",FT WRIGHT,"1620",ST ANTHONY,".180",40000,205700,SINGLE FAMILY,"1951",3
35484,"041-20-00-183.00",FT WRIGHT,"1621",ST ANTHONY,".290",45000,211500,TWO FAMILY,"1950",3
35485,"041-20-00-183.01",FT WRIGHT,"1617",ST ANTHONY,".280",45000,150000,TWO FAMILY,"1950",3
35486,"041-20-00-183.02",FT WRIGHT,"1613",ST ANTHONY,".380",50000,280000,4 UNIT APARTMENTS,"0000",3
35487,"041-20-00-183.03",FT WRIGHT,1611-B,ST ANTHONY,".320",45000,145000,TWO FAMILY,"1981",3
35488,"041-20-00-183.05",FT WRIGHT,1611-A,ST ANTHONY,".310",45000,145000,TWO FAMILY,"1981",3
35489,"041-20-00-184.00",FT WRIGHT,"1623",ST ANTHONY,".350",50000,280000,4 UNIT APARTMENTS,"0000",3
35490,"041-20-00-185.00",FT WRIGHT,"1624",ST ANTHONY,".150",40000,191300,SINGLE FAMILY,"1958",3
35491,"041-20-00-186.00",FT WRIGHT,"1626",ST ANTHONY,".220",40000,230000,SINGLE FAMILY,"1956",3
35492,"041-20-00-186.01",FT WRIGHT,"1565",ST ANTHONY,"1.120",60000,267800,SINGLE FAMILY,"1976",3
35493,"041-20-00-186.02",FT WRIGHT,"1567",ST ANTHONY,".230",40000,147900,SINGLE FAMILY,"1960",3
35494,"041-20-00-186.03",FT WRIGHT,"1569",ST ANTHONY,".280",40000,270800,SINGLE FAMILY,"1957",3
35495,"041-20-00-186.04",FT WRIGHT,"1570",ST ANTHONY,".220",40000,220000,SINGLE FAMILY,"1957",3
35496,"041-20-00-186.05",FT WRIGHT,"1572",ST ANTHONY,".230",40000,165900,SINGLE FAMILY,"1961",2.9375
35497,"041-20-00-186.06",FT WRIGHT,"1574",ST ANTHONY,".300",40000,186800,SINGLE FAMILY,"1960",2.9375
35498,"041-20-00-186.07",FT WRIGHT,"1576",ST ANTHONY,".240",40000,194500,SINGLE FAMILY,"1960",2.9375
35499,"041-20-00-187.00",FT WRIGHT,"1627",ST ANTHONY,".350",50000,280000,4 UNIT APARTMENTS,"0000",3
35500,"041-20-00-187.01",FT WRIGHT,"104",KYLES,".410",40000,224800,SINGLE FAMILY,"1950",3
35501,"041-20-00-187.02",FT WRIGHT,"108",KYLES,".420",40000,210300,SINGLE FAMILY,"1950",3
35502,"041-20-00-187.03",FT WRIGHT,"110",KYLES,".120",40000,176000,SINGLE FAMILY,"1952",3
35503,"041-20-00-187.04",FT WRIGHT,"114",KYLES,".320",40000,211700,SINGLE FAMILY,"1920",3
35504,"041-20-00-188.00",FT WRIGHT,"1630",ST ANTHONY,".180",45000,205000,TWO FAMILY,"1956",3
35505,"041-20-00-188.01",FT WRIGHT,"1571",ST ANTHONY,".260",40000,239900,SINGLE FAMILY,"1957",3
35506,"041-20-00-188.02",FT WRIGHT,"1573",ST ANTHONY,".220",40000,255000,SINGLE FAMILY,"1956",3
35507,"041-20-00-188.03",FT WRIGHT,"1575",ST ANTHONY,".270",40000,199600,SINGLE FAMILY,"1955",3
35508,"041-20-00-188.04",FT WRIGHT,"1577",ST ANTHONY,".270",40000,207000,SINGLE FAMILY,"1955",3
35509,"041-20-00-188.05",FT WRIGHT,"1578",ST ANTHONY,".330",40000,265600,SINGLE FAMILY,"1958",2.9375
35510,"041-20-00-188.06",FT WRIGHT,"1579",ST ANTHONY,".210",40000,194700,SINGLE FAMILY,"1956",3
35511,"041-20-00-188.07",FT WRIGHT,"1580",ST ANTHONY,".210",40000,193900,SINGLE FAMILY,"1956",2.9375
35512,"041-20-00-188.08",FT WRIGHT,"1581",ST ANTHONY,".260",40000,218300,SINGLE FAMILY,"1955",2.9375
35513,"041-20-00-188.09",FT WRIGHT,"1582",ST ANTHONY,".230",40000,196300,SINGLE FAMILY,"1952",2.9375
35514,"041-20-00-188.10",FT WRIGHT,"1583",ST ANTHONY,".290",40000,405000,SINGLE FAMILY,"1956",2.9375
35515,"041-20-00-188.11",FT WRIGHT,"1584",ST ANTHONY,".230",40000,215200,SINGLE FAMILY,"1952",2.9375
35516,"041-20-00-188.12",FT WRIGHT,"1585",ST ANTHONY,".440",40000,244000,SINGLE FAMILY,"1954",3
35517,"041-20-00-188.13",FT WRIGHT,"1586",ST ANTHONY,".230",40000,228000,SINGLE FAMILY,"1953",2.9375
35518,"041-20-00-188.14",FT WRIGHT,"1588",ST ANTHONY,".290",40000,175500,SINGLE FAMILY,"1957",3
35519,"041-20-00-188.15",FT WRIGHT,"1589",ST ANTHONY,".260",40000,195300,SINGLE FAMILY,"1954",3
35520,"041-20-00-188.16",FT WRIGHT,"1590",ST ANTHONY,".260",40000,225700,SINGLE FAMILY,"1955",3
35521,"041-20-00-188.17",FT WRIGHT,"1591",ST ANTHONY,".190",40000,217000,SINGLE FAMILY,"1955",3
35522,"041-20-00-188.18",FT WRIGHT,"1592",ST ANTHONY,".220",40000,205900,SINGLE FAMILY,"1954",3
35523,"041-20-00-188.19",FT WRIGHT,"1593",ST ANTHONY,".370",40000,297500,SINGLE FAMILY,"1955",3
35524,"041-20-00-188.20",FT WRIGHT,"1594",ST ANTHONY,".180",40000,196700,SINGLE FAMILY,"1953",3
35525,"041-20-00-188.21",FT WRIGHT,"1595",ST ANTHONY,".210",40000,196900,SINGLE FAMILY,"1950",3
35526,"041-20-00-188.22",FT WRIGHT,"1596",ST ANTHONY,".250",40000,218000,SINGLE FAMILY,"1956",3
35527,"041-20-00-188.23",FT WRIGHT,"1597",ST ANTHONY,".260",45000,145000,TWO FAMILY,"1954",3
35528,"041-20-00-188.24",FT WRIGHT,"1598",ST ANTHONY,".180",40000,189800,SINGLE FAMILY,"1956",3
35529,"041-20-00-188.25",FT WRIGHT,"1601",ST ANTHONY,".280",45000,145000,TWO FAMILY,"1953",3
35530,"041-20-00-188.26",FT WRIGHT,"1604",ST ANTHONY,".240",40000,228400,SINGLE FAMILY,"1960",3
35531,"041-20-00-188.27",FT WRIGHT,"1606",ST ANTHONY,".180",40000,203000,SINGLE FAMILY,"1952",3
35532,"041-20-00-188.28",FT WRIGHT,"1609",ST ANTHONY,".180",40000,227800,SINGLE FAMILY,"1953",3
35533,"041-20-00-188.29",FT WRIGHT,"1607",ST ANTHONY,".220",45000,267500,TWO FAMILY,"1953",3
35534,"041-20-00-189.00",FT WRIGHT,"1206",HENRY CLAY,".370",45000,156100,SINGLE FAMILY,"1940",3
35535,"041-20-00-189.01",FT WRIGHT,1208-1210,HENRY CLAY,".390",45000,355000,TWO FAMILY,"2024",3
35536,"041-20-00-190.00",FT WRIGHT,"1212",HENRY CLAY,".170",45000,225000,SINGLE FAMILY,"2012",3
35537,"041-20-00-190.01",FT WRIGHT,"1214",HENRY CLAY,".170",45000,275000,SINGLE FAMILY,"2013",3
35538,"041-20-00-191.00",FT WRIGHT,"1216",HENRY CLAY,".390",45000,176800,SINGLE FAMILY,"1975",3
35539,"041-20-00-192.00",FT WRIGHT,"1228",HENRY CLAY,".380",60000,135000,TWO FAMILY,"1980",3
35540,"041-20-00-192.01",FT WRIGHT,"1230",HENRY CLAY,".220",50000,140000,TWO FAMILY,"1965",3
35541,"041-20-00-192.02",FT WRIGHT,"1234",HENRY CLAY,".240",50000,175000,TWO FAMILY,"1973",3
35542,"041-20-00-192.03",FT WRIGHT,"1238",HENRY CLAY,".210",50000,175000,TWO FAMILY,"1982",3
35543,"041-20-00-193.00",FT WRIGHT,"1242",HENRY CLAY,".220",45000,137000,SINGLE FAMILY,"1945",2.9375
35544,"041-20-00-194.00",FT WRIGHT,"1244",HENRY CLAY,".250",45000,170500,SINGLE FAMILY,"1945",2.9375
35545,"041-20-00-195.00",FT WRIGHT,"1245",HENRY CLAY,".530",45000,99000,SINGLE FAMILY,"1982",3
35546,"041-20-00-196.00",FT WRIGHT,"1246",HENRY CLAY,".190",45000,204900,SINGLE FAMILY,"1947",2.9375
35547,"041-20-00-196.01",FT WRIGHT,"1248",HENRY CLAY,".230",45000,260000,SINGLE FAMILY,"1960",2.9375
35548,"041-20-00-196.02",FT WRIGHT,"1250",HENRY CLAY,".240",45000,136800,SINGLE FAMILY,"1964",3
35549,"041-20-00-197.00",FT WRIGHT,"1251",HENRY CLAY,".250",45000,185000,SINGLE FAMILY,"1963",2.9375
35550,"041-20-00-197.01",FT WRIGHT,"1249",HENRY CLAY,".290",50000,200000,TWO FAMILY,"2012",2.9375
35551,"041-20-00-198.00",FT WRIGHT,"1253",HENRY CLAY,".220",45000,234500,SINGLE FAMILY,"1958",2.9375
35552,"041-20-00-198.01",FT WRIGHT,"1255",HENRY CLAY,".360",45000,168800,SINGLE FAMILY,"1958",3
35553,"041-20-00-198.02",FT WRIGHT,"1257",HENRY CLAY,".270",45000,207000,SINGLE FAMILY,"1958",3
35554,"041-20-00-199.00",FT WRIGHT,"1254",HENRY CLAY,".320",45000,137200,SINGLE FAMILY,"1940",3
35555,"041-20-00-200.00",FT WRIGHT,"1258",HENRY CLAY,".140",45000,170500,SINGLE FAMILY,"1945",3
35556,"041-20-00-201.00",FT WRIGHT,"1302",HENRY CLAY,".420",45000,166300,SINGLE FAMILY,"1954",3
35557,"041-20-00-201.01",FT WRIGHT,"1262",HENRY CLAY,".250",45000,151600,SINGLE FAMILY,"1975",3
35558,"041-20-00-202.00",FT WRIGHT,"1303",HENRY CLAY,".470",45000,187200,SINGLE FAMILY,"1938",3
35559,"041-20-00-203.00",FT WRIGHT,"1304",HENRY CLAY,".390",45000,280000,SINGLE FAMILY,"1950",3
35560,"041-20-00-204.00",FT WRIGHT,"1305",HENRY CLAY,".220",45000,184700,SINGLE FAMILY,"1937",3
35561,"041-20-00-205.00",FT WRIGHT,"1306",HENRY CLAY,".370",45000,181500,SINGLE FAMILY,"1950",3
35562,"041-20-00-206.00",FT WRIGHT,"1307",HENRY CLAY,".200",45000,198000,SINGLE FAMILY,"1940",3
35563,"041-20-00-206.01",FT WRIGHT,"1309",HENRY CLAY,".180",45000,155300,SINGLE FAMILY,"1948",3
35564,"041-20-00-206.02",FT WRIGHT,"1311",HENRY CLAY,".160",45000,166000,SINGLE FAMILY,"1948",3
35565,"041-20-00-207.00",FT WRIGHT,"1308",HENRY CLAY,".310",45000,235000,SINGLE FAMILY,"1948",3
35566,"041-20-00-207.01",FT WRIGHT,"1312",HENRY CLAY,".530",45000,204500,SINGLE FAMILY,"1950",3
35567,"041-20-00-208.00",FT WRIGHT,"1314",HENRY CLAY,".280",45000,222300,SINGLE FAMILY,"1939",3
35568,"041-20-00-209.00",FT WRIGHT,"1315",HENRY CLAY,".340",45000,197000,SINGLE FAMILY,"1950",2.9375
35569,"041-20-00-210.00",FT WRIGHT,"1400",HENRY CLAY,".200",45000,299200,SINGLE FAMILY,"1950",3
35570,"041-20-00-211.00",FT WRIGHT,"1401",HENRY CLAY,".550",45000,184400,SINGLE FAMILY,"1945",2.9375
35571,"041-20-00-212.00",FT WRIGHT,"1402",HENRY CLAY,".190",45000,152300,SINGLE FAMILY,"1950",3
35572,"041-20-00-213.00",FT WRIGHT,"1407",HENRY CLAY,".260",45000,202000,SINGLE FAMILY,"1954",3
35573,"041-20-00-214.00",FT WRIGHT,"1409",HENRY CLAY,".530",45000,254300,SINGLE FAMILY,"1954",3
35574,"041-20-00-215.00",FT WRIGHT,"1410",HENRY CLAY,".210",45000,162200,SINGLE FAMILY,"1945",3
35575,"041-20-00-215.01",FT WRIGHT,"1408",HENRY CLAY,".290",45000,241700,SINGLE FAMILY,"1952",3
35576,"041-20-00-215.02",FT WRIGHT,"1404",HENRY CLAY,".320",45000,340000,SINGLE FAMILY,"1950",3
35577,"041-20-00-216.00",FT WRIGHT,"1412",HENRY CLAY,".190",45000,210400,SINGLE FAMILY,"1949",3
35578,"041-20-00-217.00",FT WRIGHT,"154",PARK,"1.220",185000,1113400,SINGLE FAMILY,"2014",3
35579,"041-20-00-218.00",FT WRIGHT,"1870",DIXIE,"2.700",130000,746500,SINGLE FAMILY,"1900",3
35580,"041-20-00-219.00",FT WRIGHT,"1860",DIXIE,"3.400",165000,1000800,SINGLE FAMILY,"1922",3
35581,"041-20-00-219.02",FT WRIGHT,"47",PARK,"1.300",135000,0,VACANT LAND,"0000",3
35582,"041-20-00-219.03",FT WRIGHT,,DIXIE,".190",25000,50000,GARAGE/PARKING SPACE,"0000",3
35583,"041-20-00-220.00",FT WRIGHT,"1850",DIXIE,"3.130",510000,673500,SINGLE FAMILY,"2019",3
35584,"041-20-00-220.02",FT WRIGHT,"45",PARK,".550",130000,460000,SINGLE FAMILY,"2017",3
35585,"041-20-00-220.03",FT WRIGHT,"41",PARK,".620",130000,640000,SINGLE FAMILY,"2017",3
35586,"041-20-00-221.00",FT WRIGHT,"1816",DIXIE,".920",1,0,PUBLIC UTILITIES,"0000",3
35587,"041-20-00-222.00",FT WRIGHT,"4",BARRINGTON,".370",40000,202700,SINGLE FAMILY,"1965",3
35588,"041-20-00-223.00",FT WRIGHT,"6",BARRINGTON,".330",40000,176000,SINGLE FAMILY,"1926",3
35589,"041-20-00-224.00",FT WRIGHT,"8",BARRINGTON,".260",40000,210000,SINGLE FAMILY,"1924",3
35590,"041-20-00-225.00",FT WRIGHT,"10",BARRINGTON,".320",40000,293200,SINGLE FAMILY,"1923",3
35591,"041-20-00-226.00",FT WRIGHT,"12",BARRINGTON,".240",40000,196000,SINGLE FAMILY,"1955",3
35592,"041-20-00-227.00",FT WRIGHT,"14",BARRINGTON,".170",40000,144300,SINGLE FAMILY,"1955",3
35593,"041-20-00-228.00",FT WRIGHT,"16",BARRINGTON,".140",40000,280000,4 UNIT APARTMENTS,"0000",3
35594,"041-20-00-229.00",FT WRIGHT,"1845",ASHWOOD,".320",750000,1000000,FAST FOOD-DRIVE THRU REST,"0000",2.9375
35595,"041-20-00-230.00",FT WRIGHT,"1820",DIXIE,".540",405000,762500,MEDICAL CLINIC/OFFICE,"0000",2.9375
35596,"041-20-00-231.00",FT WRIGHT,"1804",DIXIE,".760",418000,722000,GAS STATION/CONVENIENCE STORE,"0000",2.9375
35597,"041-20-00-232.00",FT WRIGHT,1896-98,ASHWOOD,"2.850",570000,898000,NEIGHBORHOOD SHOPPING CENTER,"0000",3
35598,"041-20-00-233.00",FT WRIGHT,1688-90,PARK,".320",45000,145000,TWO FAMILY,"1965",2.875
35599,"041-20-00-233.01",FT WRIGHT,1684-1686,PARK,".260",45000,145000,TWO FAMILY,"1976",2.875
35600,"041-20-00-233.02",FT WRIGHT,1680-1682,PARK,".320",45000,145000,TWO FAMILY,"1976",2.875
35601,"041-20-00-234.00",FT WRIGHT,"15",GEORGE HUSER,".410",205000,466000,FULL SERVICE BANK,"0000",2.875
35602,"041-20-00-235.00",FT WRIGHT,1670-A,PARK,".540",5000,0,VACANT LAND,"0000",2.875
35603,"041-20-00-235.01",FT WRIGHT,,PARK,".990",25000,0,VACANT LAND,"0000",3
35604,"041-20-00-236.01",FT WRIGHT,"1658",PARK,".210",80000,469000,SINGLE FAMILY,"2015",2.875
35605,"041-20-00-236.02",FT WRIGHT,"1662",PARK,".210",80000,332900,SINGLE FAMILY,"2015",2.875
35606,"041-20-00-236.03",FT WRIGHT,"1670",PARK,"1.460",175000,532300,SINGLE FAMILY,"2015",2.875
35607,"041-20-00-237.00",FT WRIGHT,"1661",PARK,"1.730",460000,200000,ORGANIZATIONAL MEETING HALL,"0000",2.875
35608,"041-20-00-238.00",FT WRIGHT,"1651",PARK,"1.870",120000,355600,SINGLE FAMILY,"1965",2.875
35609,"041-20-00-239.00",FT WRIGHT,"1750",DIXIE,"1.660",664000,233700,GAS STATION/CONVENIENCE STORE,"0000",2.875
35610,"041-20-00-240.00",FT WRIGHT,"1730",DIXIE,".970",506000,534000,FAST FOOD-DRIVE THRU REST,"0000",2.875
35611,"041-20-00-241.00",FT WRIGHT,"1728",DIXIE,".110",10000,0,REMNANT LAND,"0000",2.875
35612,"041-20-00-241.01",FT WRIGHT,,GROVE PARK,".630",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.875
35613,"041-20-00-241.02",FT WRIGHT,,GROVE PARK,".250",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.875
35614,"041-20-00-241.03",FT WRIGHT,,GROVE PARK,".370",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.875
35615,"041-20-00-243.00",FT WRIGHT,"1724",DIXIE,".960",73000,0,VACANT LAND,"0000",2.875
35616,"041-20-00-244.00",FT WRIGHT,"1700",DIXIE,"1.230",492000,214000,MOTEL,"0000",2.875
35617,"041-20-00-246.02",FT WRIGHT,"909",WRIGHTSUMMIT,"1.770",800000,2787000,OFFICE TOWER - 3 STORY & UP,"0000",2.9375
35618,"041-20-00-246.03",FT WRIGHT,"809",WRIGHTSUMMIT,"1.830",732000,2855000,OFFICE TOWER - 3 STORY & UP,"0000",2.9375
35619,"041-20-00-247.00",FT WRIGHT,"1701",DIXIE,".820",410000,229000,MEDICAL CLINIC/OFFICE,"0000",2.875
35620,"041-20-00-248.00",FT WRIGHT,"1717",DIXIE,"5.190",2500000,2200000,OFFICE TOWER - 3 STORY & UP,"0000",2.9375
35621,"041-20-00-249.00",FT WRIGHT,"10",KYLES,"1.960",1200000,1540000,FULL SERVICE BANK,"0000",2.9375
35622,"041-20-00-250.00",FT WRIGHT,"20",KYLES,"2.110",791000,746000,RESTAURANT CAFE/BAR,"0000",2.9375
35623,"041-20-01-001.00",FT WRIGHT,"609",WRIGHTSUMMIT,"3.780",1514000,100000,PAVED LOT,"0000",3
35624,"041-20-01-002.00",FT WRIGHT,"709",WRIGHTSUMMIT,"5.640",2256500,12553500,AUTO DEALERSHIP,"0000",3
35625,"041-20-01-003.01",FT WRIGHT,"700",WRIGHTSUMMIT,"4.500",1575000,0,VACANT LAND,"0000",3
35626,"041-20-01-003.02",FT WRIGHT,,HILTON,"1.290",322500,100000,SCHOOL,"0000",2.9375
35627,"041-20-01-004.00",FT WRIGHT,"910",WRIGHTSUMMIT,"2.250",490000,50000,PAVED LOT,"0000",2.875
35628,"041-20-01-004.01",FT WRIGHT,"810",WRIGHTSUMMIT,"2.280",912000,5447000,OFFICE TOWER - 3 STORY & UP,"0000",2.875
35629,"041-20-02-001.00",FT WRIGHT,1210-1224,LEMON TREE,".360",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.875
35630,"041-20-02-001.01",FT WRIGHT,,PARK,".030",7000,0,REMNANT LAND,"0000",2.875
35631,"041-20-02-002.00",FT WRIGHT,1170-1198,LEMON TREE,"1.030",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.875
35632,"041-20-02-003.00",FT WRIGHT,1183-1197,ORANGE BLOSSOM,".330",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.875
35633,"041-20-02-004.00",FT WRIGHT,1151-1179,ORANGE BLOSSOM,".620",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.875
35634,"041-20-20-001.00",FT WRIGHT,"1582",MARCELLA,".290",40000,242400,SINGLE FAMILY,"1962",2.9375
35635,"041-20-20-002.00",FT WRIGHT,"1585",MARCELLA,".250",40000,221200,SINGLE FAMILY,"1955",2.9375
35636,"041-20-20-002.01",FT WRIGHT,"1586",MARCELLA,".180",40000,158000,SINGLE FAMILY,"1961",2.9375
35637,"041-20-20-003.00",FT WRIGHT,"1587",MARCELLA,".240",40000,277900,SINGLE FAMILY,"1956",2.9375
35638,"041-20-20-003.01",FT WRIGHT,"1588",MARCELLA,".270",40000,225000,SINGLE FAMILY,"1963",2.9375
35639,"041-20-20-004.00",FT WRIGHT,"1589",MARCELLA,".210",40000,230000,SINGLE FAMILY,"1957",2.9375
35640,"041-20-20-004.01",FT WRIGHT,"1590",MARCELLA,".330",40000,215000,SINGLE FAMILY,"1961",3
35641,"041-20-20-004.02",FT WRIGHT,"1591",MARCELLA,".190",40000,253500,SINGLE FAMILY,"1957",2.9375
35642,"041-20-20-004.03",FT WRIGHT,"1592",MARCELLA,".300",40000,259000,SINGLE FAMILY,"1961",3
35643,"041-20-20-005.00",FT WRIGHT,"1593",MARCELLA,".220",40000,229700,SINGLE FAMILY,"1957",3
35644,"041-20-20-005.01",FT WRIGHT,"1595",MARCELLA,".290",40000,186800,SINGLE FAMILY,"1957",3
35645,"041-20-20-005.02",FT WRIGHT,"1594",MARCELLA,".320",40000,199900,SINGLE FAMILY,"1961",3
35646,"041-20-20-005.03",FT WRIGHT,"1596",MARCELLA,".540",40000,267700,SINGLE FAMILY,"1964",3
35647,"041-20-20-006.00",FT WRIGHT,"1597",MARCELLA,".270",40000,188500,SINGLE FAMILY,"1957",3
35648,"041-20-20-006.01",FT WRIGHT,"1598",MARCELLA,".380",40000,193300,SINGLE FAMILY,"1967",3
35649,"041-20-20-006.02",FT WRIGHT,"1599",MARCELLA,".190",40000,216100,SINGLE FAMILY,"1956",3
